topology: 3 3
out: 0 0 1
in: 45 179 204
out: 0 0 1
in: 190 14 56
out: 1 0 0
in: 102 42 123
out: 0 0 1
in: 198 104 91
out: 1 0 0
in: 59 145 75
out: 0 1 0
in: 142 231 88
out: 0 1 0
in: 134 3 116
out: 1 0 0
in: 127 202 22
out: 0 1 0
in: 35 242 46
out: 0 1 0
in: 161 18 128
out: 1 0 0
in: 169 14 154
out: 0 0 1
in: 108 120 171
out: 0 0 1
in: 178 87 172
out: 0 0 1
in: 33 30 107
out: 0 0 1
in: 185 30 214
out: 0 0 1
in: 1 224 173
out: 0 1 0
in: 10 224 210
out: 0 1 0
in: 81 44 219
out: 0 0 1
in: 8 73 188
out: 0 0 1
in: 181 173 43
out: 0 1 0
in: 244 49 42
out: 1 0 0
in: 212 245 232
out: 0 1 0
in: 90 103 186
out: 0 0 1
in: 86 39 141
out: 0 0 1
in: 178 180 238
out: 0 0 1
in: 49 10 21
out: 1 0 0
in: 116 37 172
out: 0 0 1
in: 220 46 67
out: 1 0 0
in: 238 195 100
out: 0 1 0
in: 75 3 168
out: 0 0 1
in: 104 229 232
out: 0 0 1
in: 218 193 96
out: 0 1 0
in: 166 192 21
out: 0 1 0
in: 242 220 102
out: 0 1 0
in: 182 213 49
out: 0 1 0
in: 66 0 131
out: 0 0 1
in: 116 108 10
out: 0 1 0
in: 60 51 239
out: 0 0 1
in: 254 242 200
out: 0 1 0
in: 52 175 154
out: 0 1 0
in: 189 4 208
out: 0 0 1
in: 196 85 13
out: 1 0 0
in: 14 66 197
out: 0 0 1
in: 63 56 182
out: 0 0 1
in: 249 0 204
out: 1 0 0
in: 59 141 106
out: 0 1 0
in: 93 226 135
out: 0 1 0
in: 84 107 192
out: 0 0 1
in: 230 27 137
out: 1 0 0
in: 36 51 179
out: 0 0 1
in: 44 11 147
out: 0 0 1
in: 249 127 244
out: 0 0 1
in: 213 38 91
out: 1 0 0
in: 50 243 27
out: 0 1 0
in: 139 27 137
out: 0 0 1
in: 218 86 250
out: 0 0 1
in: 128 155 168
out: 0 0 1
in: 118 248 70
out: 0 1 0
in: 175 152 210
out: 0 0 1
in: 244 102 221
out: 0 0 1
in: 71 200 75
out: 0 1 0
in: 235 153 96
out: 1 0 0
in: 69 245 204
out: 0 1 0
in: 89 51 130
out: 0 0 1
in: 123 208 14
out: 0 1 0
in: 1 209 174
out: 0 1 0
in: 179 180 37
out: 0 1 0
in: 42 84 194
out: 0 0 1
in: 227 173 233
out: 0 0 1
in: 34 66 5
out: 0 1 0
in: 64 189 37
out: 0 1 0
in: 175 77 204
out: 0 0 1
in: 139 113 206
out: 0 0 1
in: 5 13 239
out: 0 0 1
in: 196 84 111
out: 1 0 0
in: 201 187 35
out: 0 1 0
in: 71 174 162
out: 0 1 0
in: 162 73 235
out: 0 0 1
in: 74 68 143
out: 0 0 1
in: 41 156 24
out: 0 1 0
in: 228 244 240
out: 0 1 0
in: 4 253 216
out: 0 1 0
in: 37 116 238
out: 0 0 1
in: 64 22 46
out: 1 0 0
in: 230 11 15
out: 1 0 0
in: 40 202 74
out: 0 1 0
in: 207 208 151
out: 0 1 0
in: 83 199 89
out: 0 1 0
in: 89 36 29
out: 1 0 0
in: 179 128 144
out: 1 0 0
in: 168 67 43
out: 1 0 0
in: 205 175 38
out: 0 1 0
in: 231 27 12
out: 1 0 0
in: 25 221 113
out: 0 1 0
in: 107 125 140
out: 0 0 1
in: 29 230 220
out: 0 1 0
in: 37 93 175
out: 0 0 1
in: 238 162 122
out: 1 0 0
in: 178 26 86
out: 1 0 0
in: 161 162 5
out: 0 1 0
in: 1 171 225
out: 0 0 1
in: 125 35 218
out: 0 0 1
in: 68 12 188
out: 0 0 1
in: 129 22 197
out: 0 0 1
in: 75 89 6
out: 0 1 0
in: 228 54 65
out: 1 0 0
in: 209 45 165
out: 1 0 0
in: 91 213 203
out: 0 1 0
in: 224 68 158
out: 1 0 0
in: 206 131 98
out: 1 0 0
in: 177 58 16
out: 1 0 0
in: 33 111 41
out: 0 1 0
in: 236 141 191
out: 1 0 0
in: 82 8 62
out: 1 0 0
in: 158 119 73
out: 0 1 0
in: 167 25 40
out: 1 0 0
in: 108 68 125
out: 0 0 1
in: 60 13 101
out: 0 0 1
in: 117 223 73
out: 0 1 0
in: 38 146 47
out: 0 1 0
in: 60 129 84
out: 0 1 0
in: 96 99 127
out: 0 0 1
in: 154 222 175
out: 0 1 0
in: 70 69 56
out: 0 1 0
in: 35 196 60
out: 0 1 0
in: 223 4 147
out: 1 0 0
in: 121 57 235
out: 0 0 1
in: 151 140 158
out: 0 0 1
in: 191 236 194
out: 0 1 0
in: 98 24 79
out: 1 0 0
in: 246 78 114
out: 1 0 0
in: 35 178 94
out: 0 1 0
in: 181 243 253
out: 0 0 1
in: 211 50 67
out: 1 0 0
in: 248 17 137
out: 1 0 0
in: 100 92 54
out: 0 1 0
in: 53 206 184
out: 0 1 0
in: 82 101 207
out: 0 0 1
in: 40 55 56
out: 0 0 1
in: 239 76 19
out: 1 0 0
in: 172 238 34
out: 0 1 0
in: 72 144 214
out: 0 0 1
in: 93 151 86
out: 0 1 0
in: 112 127 86
out: 0 1 0
in: 251 203 56
out: 0 1 0
in: 1 172 45
out: 0 1 0
in: 9 181 203
out: 0 0 1
in: 123 110 193
out: 0 0 1
in: 239 222 120
out: 0 1 0
in: 217 126 151
out: 1 0 0
in: 31 188 102
out: 0 1 0
in: 2 137 18
out: 0 1 0
in: 142 241 98
out: 0 1 0
in: 80 202 103
out: 0 1 0
in: 140 109 112
out: 0 0 1
in: 107 54 39
out: 1 0 0
in: 149 18 62
out: 1 0 0
in: 132 1 250
out: 0 0 1
in: 220 137 223
out: 0 0 1
in: 195 213 96
out: 0 1 0
in: 194 145 108
out: 0 1 0
in: 58 22 226
out: 0 0 1
in: 1 8 64
out: 0 0 1
in: 36 156 40
out: 0 1 0
in: 74 85 230
out: 0 0 1
in: 14 88 222
out: 0 0 1
in: 96 237 242
out: 0 0 1
in: 18 178 62
out: 0 1 0
in: 157 166 77
out: 0 1 0
in: 169 152 119
out: 0 1 0
in: 246 127 240
out: 0 0 1
in: 236 53 163
out: 1 0 0
in: 73 155 126
out: 0 1 0
in: 13 233 137
out: 0 1 0
in: 135 151 151
out: 0 0 1
in: 113 194 23
out: 0 1 0
in: 26 43 239
out: 0 0 1
in: 44 62 16
out: 0 1 0
in: 193 219 68
out: 0 1 0
in: 135 45 140
out: 0 0 1
in: 229 246 72
out: 0 1 0
in: 120 82 122
out: 0 0 1
in: 137 35 172
out: 0 0 1
in: 58 237 26
out: 0 1 0
in: 23 54 2
out: 0 1 0
in: 131 130 54
out: 0 1 0
in: 165 5 244
out: 0 0 1
in: 128 142 217
out: 0 0 1
in: 144 60 106
out: 1 0 0
in: 248 227 139
out: 0 1 0
in: 34 208 250
out: 0 0 1
in: 250 122 22
out: 1 0 0
in: 63 105 110
out: 0 0 1
in: 17 202 83
out: 0 1 0
in: 123 130 200
out: 0 0 1
in: 57 115 218
out: 0 0 1
in: 48 103 116
out: 0 0 1
in: 0 136 174
out: 0 0 1
in: 75 221 74
out: 0 1 0
in: 177 101 205
out: 0 0 1
in: 218 111 249
out: 0 0 1
in: 240 220 14
out: 0 1 0
in: 252 127 80
out: 1 0 0
in: 217 48 167
out: 1 0 0
in: 85 254 226
out: 0 1 0
in: 216 14 38
out: 1 0 0
in: 254 9 118
out: 1 0 0
in: 164 111 251
out: 0 0 1
in: 202 107 77
out: 1 0 0
in: 194 223 185
out: 0 1 0
in: 223 204 23
out: 0 1 0
in: 97 95 82
out: 0 1 0
in: 95 122 209
out: 0 0 1
in: 221 37 83
out: 1 0 0
in: 39 158 31
out: 0 1 0
in: 27 52 180
out: 0 0 1
in: 236 65 154
out: 1 0 0
in: 229 190 25
out: 0 1 0
in: 22 151 234
out: 0 0 1
in: 16 166 230
out: 0 0 1
in: 213 221 26
out: 0 1 0
in: 130 215 110
out: 0 1 0
in: 148 83 142
out: 0 0 1
in: 194 183 89
out: 0 1 0
in: 178 92 230
out: 0 0 1
in: 231 222 174
out: 0 1 0
in: 143 191 96
out: 0 1 0
in: 58 80 149
out: 0 0 1
in: 232 146 173
out: 1 0 0
in: 101 235 83
out: 0 1 0
in: 160 249 217
out: 0 1 0
in: 84 5 161
out: 0 0 1
in: 243 142 94
out: 1 0 0
in: 160 184 195
out: 0 0 1
in: 131 136 92
out: 0 1 0
in: 168 222 5
out: 0 1 0
in: 51 31 116
out: 0 0 1
in: 167 102 30
out: 1 0 0
in: 85 138 130
out: 0 1 0
in: 143 68 210
out: 0 0 1
in: 184 217 157
out: 0 1 0
in: 176 46 103
out: 1 0 0
in: 83 188 55
out: 0 1 0
in: 251 95 221
out: 0 0 1
in: 77 235 130
out: 0 1 0
in: 48 32 165
out: 0 0 1
in: 229 18 20
out: 1 0 0
in: 154 205 74
out: 0 1 0
in: 47 205 206
out: 0 0 1
in: 142 149 229
out: 0 0 1
in: 210 163 210
out: 0 0 1
in: 66 22 21
out: 1 0 0
in: 55 34 47
out: 0 0 1
in: 129 216 115
out: 0 1 0
in: 178 116 228
out: 0 0 1
in: 183 150 1
out: 0 1 0
in: 17 82 44
out: 0 1 0
in: 144 193 48
out: 0 1 0
in: 154 164 64
out: 0 1 0
in: 29 146 24
out: 0 1 0
in: 58 30 219
out: 0 0 1
in: 189 218 131
out: 0 1 0
in: 120 24 30
out: 1 0 0
in: 114 74 187
out: 0 0 1
in: 233 69 9
out: 1 0 0
in: 142 131 209
out: 0 0 1
in: 241 247 18
out: 0 1 0
in: 102 10 135
out: 0 0 1
in: 184 172 153
out: 0 1 0
in: 227 248 232
out: 0 1 0
in: 218 103 193
out: 0 0 1
in: 196 250 102
out: 0 1 0
in: 25 211 143
out: 0 1 0
in: 203 49 235
out: 0 0 1
in: 63 65 235
out: 0 0 1
in: 92 8 140
out: 0 0 1
in: 211 8 164
out: 1 0 0
in: 60 239 234
out: 0 1 0
in: 75 88 208
out: 0 0 1
in: 112 19 190
out: 0 0 1
in: 93 86 163
out: 0 0 1
in: 26 121 94
out: 0 1 0
in: 241 152 248
out: 0 0 1
in: 122 254 30
out: 0 1 0
in: 201 158 8
out: 0 1 0
in: 242 181 27
out: 0 1 0
in: 157 224 9
out: 0 1 0
in: 243 216 131
out: 0 1 0
in: 76 11 114
out: 0 0 1
in: 69 209 105
out: 0 1 0
in: 249 70 24
out: 1 0 0
in: 104 66 92
out: 0 0 1
in: 35 227 133
out: 0 1 0
in: 14 61 141
out: 0 0 1
in: 147 58 117
out: 1 0 0
in: 70 226 78
out: 0 1 0
in: 187 150 38
out: 0 1 0
in: 15 50 115
out: 0 0 1
in: 94 196 125
out: 0 1 0
in: 26 41 43
out: 0 0 1
in: 195 233 130
out: 0 1 0
in: 239 14 136
out: 1 0 0
in: 240 170 251
out: 0 0 1
in: 122 209 162
out: 0 1 0
in: 71 91 51
out: 0 1 0
in: 213 89 111
out: 1 0 0
in: 174 5 196
out: 0 0 1
in: 142 41 177
out: 0 0 1
in: 7 158 227
out: 0 0 1
in: 138 233 179
out: 0 1 0
in: 64 190 217
out: 0 0 1
in: 113 62 54
out: 1 0 0
in: 4 124 57
out: 0 1 0
in: 50 12 249
out: 0 0 1
in: 211 113 173
out: 1 0 0
in: 110 198 19
out: 0 1 0
in: 83 153 182
out: 0 0 1
in: 0 210 171
out: 0 1 0
in: 143 75 159
out: 0 0 1
in: 108 248 0
out: 0 1 0
in: 57 24 157
out: 0 0 1
in: 22 1 182
out: 0 0 1
in: 161 220 80
out: 0 1 0
in: 166 146 151
out: 0 0 1
in: 29 45 8
out: 0 1 0
in: 81 78 54
out: 0 1 0
in: 147 98 240
out: 0 0 1
in: 88 40 100
out: 0 0 1
in: 103 228 196
out: 0 1 0
in: 103 71 39
out: 0 1 0
in: 204 218 184
out: 0 1 0
in: 195 104 10
out: 1 0 0
in: 208 207 218
out: 0 0 1
in: 146 243 55
out: 0 1 0
in: 145 71 31
out: 1 0 0
in: 195 122 179
out: 0 0 1
in: 161 191 1
out: 0 1 0
in: 223 65 3
out: 1 0 0
in: 156 163 189
out: 0 0 1
in: 18 70 83
out: 0 0 1
in: 212 121 121
out: 1 0 0
in: 81 183 77
out: 0 1 0
in: 229 117 210
out: 0 0 1
in: 97 144 125
out: 0 1 0
in: 115 48 75
out: 1 0 0
in: 63 190 2
out: 0 1 0
in: 82 163 30
out: 0 1 0
in: 158 219 98
out: 0 1 0
in: 18 50 137
out: 0 0 1
in: 148 224 13
out: 0 1 0
in: 228 167 235
out: 0 0 1
in: 139 131 143
out: 0 0 1
in: 223 121 143
out: 1 0 0
in: 73 150 124
out: 0 1 0
in: 114 156 188
out: 0 0 1
in: 81 94 193
out: 0 0 1
in: 111 184 201
out: 0 0 1
in: 224 100 10
out: 1 0 0
in: 168 9 127
out: 1 0 0
in: 24 46 144
out: 0 0 1
in: 226 194 165
out: 0 1 0
in: 214 189 214
out: 0 0 1
in: 111 200 91
out: 0 1 0
in: 31 107 118
out: 0 0 1
in: 0 113 137
out: 0 0 1
in: 65 8 9
out: 1 0 0
in: 40 179 254
out: 0 0 1
in: 166 170 151
out: 0 1 0
in: 177 212 136
out: 0 1 0
in: 93 137 25
out: 0 1 0
in: 214 90 151
out: 1 0 0
in: 209 173 28
out: 0 1 0
in: 154 164 95
out: 0 1 0
in: 136 152 45
out: 0 1 0
in: 175 129 20
out: 0 1 0
in: 108 8 103
out: 0 0 1
in: 50 82 52
out: 0 1 0
in: 0 183 160
out: 0 1 0
in: 80 164 33
out: 0 1 0
in: 65 86 78
out: 0 1 0
in: 147 1 204
out: 0 0 1
in: 243 62 40
out: 1 0 0
in: 34 79 90
out: 0 0 1
in: 228 233 152
out: 0 1 0
in: 60 0 199
out: 0 0 1
in: 10 237 147
out: 0 1 0
in: 71 227 11
out: 0 1 0
in: 121 55 167
out: 0 0 1
in: 107 65 27
out: 1 0 0
in: 248 170 164
out: 1 0 0
in: 195 131 245
out: 0 0 1
in: 12 69 194
out: 0 0 1
in: 155 111 167
out: 0 0 1
in: 66 110 124
out: 0 0 1
in: 0 201 193
out: 0 1 0
in: 48 57 71
out: 0 0 1
in: 118 129 187
out: 0 0 1
in: 147 144 60
out: 0 1 0
in: 226 79 184
out: 1 0 0
in: 245 173 105
out: 0 1 0
in: 3 206 93
out: 0 1 0
in: 108 84 71
out: 0 1 0
in: 112 246 135
out: 0 1 0
in: 250 29 44
out: 1 0 0
in: 151 138 182
out: 0 0 1
in: 140 79 159
out: 0 0 1
in: 236 182 53
out: 0 1 0
in: 107 92 150
out: 0 0 1
in: 152 30 86
out: 1 0 0
in: 36 230 243
out: 0 0 1
in: 77 3 129
out: 0 0 1
in: 156 37 170
out: 0 0 1
in: 242 150 52
out: 1 0 0
in: 23 138 97
out: 0 1 0
in: 46 38 62
out: 0 0 1
in: 35 8 3
out: 1 0 0
in: 208 126 52
out: 1 0 0
in: 100 165 243
out: 0 0 1
in: 14 125 190
out: 0 0 1
in: 1 215 240
out: 0 0 1
in: 77 55 237
out: 0 0 1
in: 87 205 135
out: 0 1 0
in: 215 197 170
out: 0 1 0
in: 174 70 201
out: 0 0 1
in: 70 159 209
out: 0 0 1
in: 9 218 195
out: 0 1 0
in: 37 33 152
out: 0 0 1
in: 101 21 182
out: 0 0 1
in: 148 45 3
out: 1 0 0
in: 156 57 81
out: 1 0 0
in: 156 218 244
out: 0 0 1
in: 19 47 27
out: 0 1 0
in: 155 19 204
out: 0 0 1
in: 204 218 214
out: 0 1 0
in: 33 51 0
out: 0 1 0
in: 175 144 47
out: 0 1 0
in: 181 165 64
out: 0 1 0
in: 163 145 101
out: 0 1 0
in: 191 138 148
out: 1 0 0
in: 73 21 183
out: 0 0 1
in: 39 198 87
out: 0 1 0
in: 252 11 116
out: 1 0 0
in: 116 64 11
out: 1 0 0
in: 41 90 179
out: 0 0 1
in: 110 108 15
out: 0 1 0
in: 158 115 252
out: 0 0 1
in: 178 99 178
out: 0 0 1
in: 93 123 45
out: 0 1 0
in: 186 117 109
out: 1 0 0
in: 66 165 85
out: 0 1 0
in: 57 231 205
out: 0 1 0
in: 138 92 160
out: 0 0 1
in: 135 42 16
out: 1 0 0
in: 223 55 81
out: 1 0 0
in: 181 74 24
out: 1 0 0
in: 22 80 91
out: 0 0 1
in: 62 29 53
out: 0 0 1
in: 86 149 241
out: 0 0 1
in: 68 195 60
out: 0 1 0
in: 80 90 165
out: 0 0 1
in: 247 168 70
out: 0 1 0
in: 85 186 166
out: 0 1 0
in: 153 229 140
out: 0 1 0
in: 49 64 221
out: 0 0 1
in: 46 103 23
out: 0 1 0
in: 169 22 181
out: 0 0 1
in: 9 236 31
out: 0 1 0
in: 116 137 149
out: 0 0 1
in: 96 150 192
out: 0 0 1
in: 214 17 157
out: 1 0 0
in: 72 19 238
out: 0 0 1
in: 90 157 231
out: 0 0 1
in: 30 95 242
out: 0 0 1
in: 5 245 190
out: 0 1 0
in: 170 216 240
out: 0 0 1
in: 82 223 119
out: 0 1 0
in: 67 101 60
out: 0 1 0
in: 97 149 155
out: 0 0 1
in: 131 153 94
out: 0 1 0
in: 19 24 146
out: 0 0 1
in: 242 59 62
out: 1 0 0
in: 144 43 150
out: 0 0 1
in: 104 109 118
out: 0 0 1
in: 131 143 78
out: 0 1 0
in: 50 79 123
out: 0 0 1
in: 107 25 197
out: 0 0 1
in: 249 98 9
out: 1 0 0
in: 232 38 7
out: 1 0 0
in: 156 186 30
out: 0 1 0
in: 110 238 39
out: 0 1 0
in: 123 72 59
out: 1 0 0
in: 74 199 221
out: 0 0 1
in: 146 216 30
out: 0 1 0
in: 53 92 120
out: 0 0 1
in: 250 27 105
out: 1 0 0
in: 151 1 213
out: 0 0 1
in: 166 112 242
out: 0 0 1
in: 19 92 122
out: 0 0 1
in: 73 203 88
out: 0 1 0
in: 229 178 173
out: 1 0 0
in: 102 109 99
out: 0 1 0
in: 93 223 49
out: 0 1 0
in: 167 93 183
out: 0 0 1
in: 231 1 55
out: 1 0 0
in: 168 176 216
out: 0 0 1
in: 137 252 44
out: 0 1 0
in: 201 65 186
out: 0 0 1
in: 227 200 157
out: 0 1 0
in: 232 187 46
out: 0 1 0
in: 0 45 101
out: 0 0 1
in: 97 58 194
out: 0 0 1
in: 219 137 7
out: 0 1 0
in: 29 65 173
out: 0 0 1
in: 253 63 87
out: 1 0 0
in: 79 184 11
out: 0 1 0
in: 99 145 235
out: 0 0 1
in: 32 233 75
out: 0 1 0
in: 92 28 170
out: 0 0 1
in: 53 133 9
out: 0 1 0
in: 42 184 153
out: 0 1 0
in: 191 243 47
out: 0 1 0
in: 127 32 143
out: 0 0 1
in: 45 146 225
out: 0 0 1
in: 14 231 131
out: 0 1 0
in: 84 246 3
out: 0 1 0
in: 77 53 89
out: 0 0 1
in: 154 84 3
out: 1 0 0
in: 78 224 9
out: 0 1 0
in: 15 83 133
out: 0 0 1
in: 209 158 19
out: 0 1 0
in: 13 165 54
out: 0 1 0
in: 146 181 86
out: 0 1 0
in: 29 178 98
out: 0 1 0
in: 200 245 153
out: 0 1 0
in: 77 18 232
out: 0 0 1
in: 226 248 16
out: 0 1 0
in: 43 13 154
out: 0 0 1
in: 56 206 241
out: 0 0 1
in: 54 149 96
out: 0 1 0
in: 182 28 10
out: 1 0 0
in: 89 124 177
out: 0 0 1
in: 78 116 187
out: 0 0 1
in: 208 26 148
out: 1 0 0
in: 190 109 142
out: 1 0 0
in: 252 23 211
out: 1 0 0
in: 81 227 131
out: 0 1 0
in: 199 8 108
out: 1 0 0
in: 189 39 53
out: 1 0 0
in: 14 135 73
out: 0 1 0
in: 1 3 242
out: 0 0 1
in: 86 35 164
out: 0 0 1
in: 133 230 28
out: 0 1 0
in: 249 247 64
out: 0 1 0
in: 162 34 205
out: 0 0 1
in: 10 226 92
out: 0 1 0
in: 188 146 103
out: 0 1 0
in: 34 25 85
out: 0 0 1
in: 140 235 86
out: 0 1 0
in: 80 62 41
out: 0 1 0
in: 180 57 21
out: 1 0 0
in: 137 139 253
out: 0 0 1
in: 164 82 110
out: 1 0 0
in: 228 11 61
out: 1 0 0
in: 250 5 45
out: 1 0 0
in: 62 53 89
out: 0 0 1
in: 129 191 162
out: 0 1 0
in: 206 159 115
out: 0 1 0
in: 80 129 2
out: 0 1 0
in: 89 193 92
out: 0 1 0
in: 147 233 150
out: 0 1 0
in: 232 221 59
out: 0 1 0
in: 36 55 59
out: 0 0 1
in: 145 171 184
out: 0 0 1
in: 147 2 116
out: 1 0 0
in: 108 91 188
out: 0 0 1
in: 229 200 12
out: 0 1 0
in: 37 112 15
out: 0 1 0
in: 39 152 10
out: 0 1 0
in: 118 19 128
out: 0 0 1
in: 105 150 189
out: 0 0 1
in: 150 30 91
out: 1 0 0
in: 121 50 65
out: 1 0 0
in: 198 108 242
out: 0 0 1
in: 205 39 105
out: 1 0 0
in: 180 128 219
out: 0 0 1
in: 147 198 145
out: 0 1 0
in: 245 137 136
out: 1 0 0
in: 80 218 137
out: 0 1 0
in: 90 112 210
out: 0 0 1
in: 198 88 129
out: 1 0 0
in: 183 88 250
out: 0 0 1
in: 163 40 199
out: 0 0 1
in: 50 215 114
out: 0 1 0
in: 0 118 192
out: 0 0 1
in: 197 0 192
out: 0 0 1
in: 163 33 107
out: 1 0 0
in: 207 92 160
out: 1 0 0
in: 218 219 222
out: 0 0 1
in: 170 0 79
out: 1 0 0
in: 146 80 195
out: 0 0 1
in: 98 161 136
out: 0 1 0
in: 183 69 230
out: 0 0 1
in: 71 149 171
out: 0 0 1
in: 9 94 186
out: 0 0 1
in: 133 204 205
out: 0 0 1
in: 186 245 196
out: 0 1 0
in: 23 142 41
out: 0 1 0
in: 144 101 38
out: 0 1 0
in: 213 210 95
out: 0 1 0
in: 225 62 54
out: 1 0 0
in: 0 166 83
out: 0 1 0
in: 102 136 32
out: 0 1 0
in: 127 168 35
out: 0 1 0
in: 125 36 189
out: 0 0 1
in: 125 231 152
out: 0 1 0
in: 139 252 208
out: 0 1 0
in: 71 116 43
out: 0 1 0
in: 145 92 69
out: 1 0 0
in: 3 183 193
out: 0 0 1
in: 92 35 195
out: 0 0 1
in: 93 170 236
out: 0 0 1
in: 18 239 79
out: 0 1 0
in: 172 160 105
out: 0 1 0
in: 39 245 8
out: 0 1 0
in: 109 41 220
out: 0 0 1
in: 143 131 37
out: 0 1 0
in: 246 100 153
out: 1 0 0
in: 147 16 172
out: 0 0 1
in: 71 65 230
out: 0 0 1
in: 14 111 18
out: 0 1 0
in: 215 151 223
out: 0 0 1
in: 162 39 118
out: 1 0 0
in: 73 179 237
out: 0 0 1
in: 60 56 142
out: 0 0 1
in: 180 199 68
out: 0 1 0
in: 211 35 9
out: 1 0 0
in: 192 252 121
out: 0 1 0
in: 119 87 177
out: 0 0 1
in: 123 91 148
out: 0 0 1
in: 142 61 72
out: 1 0 0
in: 58 226 137
out: 0 1 0
in: 155 178 234
out: 0 0 1
in: 48 19 196
out: 0 0 1
in: 55 48 202
out: 0 0 1
in: 207 87 123
out: 1 0 0
in: 108 151 147
out: 0 1 0
in: 135 234 146
out: 0 1 0
in: 159 201 27
out: 0 1 0
in: 72 177 194
out: 0 0 1
in: 69 181 235
out: 0 0 1
in: 99 27 92
out: 0 0 1
in: 44 205 229
out: 0 0 1
in: 196 91 83
out: 1 0 0
in: 224 6 1
out: 1 0 0
in: 142 146 66
out: 0 1 0
in: 43 101 154
out: 0 0 1
in: 212 55 108
out: 1 0 0
in: 42 6 206
out: 0 0 1
in: 183 198 231
out: 0 0 1
in: 37 217 160
out: 0 1 0
in: 92 178 207
out: 0 0 1
in: 98 115 212
out: 0 0 1
in: 33 171 108
out: 0 1 0
in: 17 56 200
out: 0 0 1
in: 16 14 4
out: 0 1 0
in: 169 171 92
out: 0 1 0
in: 252 88 206
out: 1 0 0
in: 62 194 135
out: 0 1 0
in: 220 13 222
out: 0 0 1
in: 164 188 14
out: 0 1 0
in: 29 86 72
out: 0 1 0
in: 180 228 50
out: 0 1 0
in: 223 250 87
out: 0 1 0
in: 233 114 207
out: 0 0 1
in: 43 167 6
out: 0 1 0
in: 4 209 98
out: 0 1 0
in: 81 247 250
out: 0 0 1
in: 51 23 194
out: 0 0 1
in: 139 221 12
out: 0 1 0
in: 9 137 185
out: 0 0 1
in: 32 133 64
out: 0 1 0
in: 241 121 143
out: 1 0 0
in: 13 95 253
out: 0 0 1
in: 120 25 39
out: 1 0 0
in: 237 29 140
out: 1 0 0
in: 214 84 182
out: 1 0 0
in: 106 149 185
out: 0 0 1
in: 140 59 16
out: 1 0 0
in: 193 64 69
out: 1 0 0
in: 115 215 86
out: 0 1 0
in: 203 2 183
out: 1 0 0
in: 247 140 51
out: 1 0 0
in: 211 103 184
out: 0 0 1
in: 50 31 21
out: 1 0 0
in: 39 111 164
out: 0 0 1
in: 51 182 196
out: 0 0 1
in: 10 163 197
out: 0 0 1
in: 47 102 80
out: 0 1 0
in: 227 241 94
out: 0 1 0
in: 25 148 64
out: 0 1 0
in: 56 166 106
out: 0 1 0
in: 11 6 212
out: 0 0 1
in: 53 69 186
out: 0 0 1
in: 226 10 164
out: 1 0 0
in: 54 131 208
out: 0 0 1
in: 61 219 142
out: 0 1 0
in: 213 232 182
out: 0 1 0
in: 142 98 42
out: 0 1 0
in: 149 66 186
out: 0 0 1
in: 246 177 167
out: 1 0 0
in: 210 222 12
out: 0 1 0
in: 161 68 62
out: 1 0 0
in: 209 164 97
out: 0 1 0
in: 23 54 197
out: 0 0 1
in: 157 35 148
out: 0 0 1
in: 64 51 12
out: 0 1 0
in: 12 15 8
out: 0 1 0
in: 19 143 131
out: 0 1 0
in: 157 169 76
out: 0 1 0
in: 47 19 69
out: 0 0 1
in: 204 232 98
out: 0 1 0
in: 40 219 78
out: 0 1 0
in: 168 253 118
out: 0 1 0
in: 234 9 153
out: 1 0 0
in: 84 251 169
out: 0 1 0
in: 108 244 33
out: 0 1 0
in: 99 37 148
out: 0 0 1
in: 122 64 226
out: 0 0 1
in: 32 82 216
out: 0 0 1
in: 132 174 161
out: 0 1 0
in: 152 185 192
out: 0 0 1
in: 236 117 40
out: 1 0 0
in: 78 159 32
out: 0 1 0
in: 163 1 17
out: 1 0 0
in: 215 224 32
out: 0 1 0
in: 110 224 73
out: 0 1 0
in: 205 171 33
out: 0 1 0
in: 253 143 116
out: 1 0 0
in: 186 126 230
out: 0 0 1
in: 80 204 67
out: 0 1 0
in: 131 248 185
out: 0 1 0
in: 233 56 248
out: 0 0 1
in: 173 171 214
out: 0 0 1
in: 222 183 188
out: 0 0 1
in: 88 131 248
out: 0 0 1
in: 201 133 83
out: 1 0 0
in: 173 87 17
out: 1 0 0
in: 146 136 215
out: 0 0 1
in: 197 77 134
out: 1 0 0
in: 119 138 92
out: 0 1 0
in: 43 75 192
out: 0 0 1
in: 143 44 7
out: 1 0 0
in: 96 8 80
out: 1 0 0
in: 208 14 180
out: 1 0 0
in: 232 185 3
out: 0 1 0
in: 178 138 95
out: 0 1 0
in: 54 18 211
out: 0 0 1
in: 254 168 155
out: 1 0 0
in: 68 9 139
out: 0 0 1
in: 205 248 234
out: 0 1 0
in: 244 58 71
out: 1 0 0
in: 203 181 88
out: 0 1 0
in: 62 171 42
out: 0 1 0
in: 120 99 103
out: 0 0 1
in: 28 150 233
out: 0 0 1
in: 103 195 174
out: 0 1 0
in: 108 73 29
out: 0 1 0
in: 169 217 0
out: 0 1 0
in: 146 72 202
out: 0 0 1
in: 193 228 30
out: 0 1 0
in: 102 95 195
out: 0 0 1
in: 159 227 172
out: 0 1 0
in: 186 125 50
out: 0 1 0
in: 91 48 212
out: 0 0 1
in: 80 166 253
out: 0 0 1
in: 252 21 89
out: 1 0 0
in: 252 111 122
